"";"Sensor: Sensor (#2, 79)";"";"";"";"";"";"";
"";"Irradiation (W/m2)";"Module temperature (°C)";"Ambient temperature (°C)";"Wind velocity (m/s)";"Insolation (Wh/m2)";"Status";"Etotal_C (WattEver)";
"2025-12-12 23:00:00";"0";"23";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 23:05:00";"0";"23";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 23:10:00";"0";"24";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 23:15:00";"0";"24";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 23:20:00";"0";"24";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 23:25:00";"0";"24";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 23:30:00";"0";"24";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 23:35:00";"0";"24";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 23:40:00";"0";"24";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 23:45:00";"0";"24";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 23:50:00";"0";"23";"23";"0.000";"5210";"0";"18756816";
"2025-12-12 23:55:00";"0";"23";"23";"0.000";"5210";"0";"18756816";

"";"Sensor: Sensor (#2, 79)";"";"";"";"";"";"";
"";"Irradiation (W/m2)";"Module temperature (°C)";"Ambient temperature (°C)";"Wind velocity (m/s)";"Insolation (Wh/m2)";"Status";"Etotal_C (WattEver)";
"2025-12-13 00:00:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-13 00:05:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-13 00:10:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-13 00:15:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-13 00:20:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-13 00:25:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 00:30:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 00:35:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 00:40:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 00:45:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 00:50:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 00:55:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 01:00:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 01:05:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 01:10:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 01:15:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 01:20:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 01:25:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 01:30:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 01:35:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 01:40:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 01:45:00";"0";"24";"22";"0.000";"0";"0";"0";
"2025-12-13 01:50:00";"0";"24";"22";"0.000";"0";"0";"0";
"2025-12-13 01:55:00";"0";"24";"22";"0.000";"0";"0";"0";
"2025-12-13 02:00:00";"0";"24";"22";"0.000";"0";"0";"0";
"2025-12-13 02:05:00";"0";"24";"23";"0.000";"0";"0";"0";
"2025-12-13 02:10:00";"0";"24";"23";"0.000";"0";"0";"0";
"2025-12-13 02:15:00";"0";"24";"22";"0.000";"0";"0";"0";
"2025-12-13 02:20:00";"0";"24";"22";"0.000";"0";"0";"0";
"2025-12-13 02:25:00";"0";"24";"22";"0.000";"0";"0";"0";
"2025-12-13 02:30:00";"0";"24";"22";"0.000";"0";"0";"0";
"2025-12-13 02:35:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 02:40:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 02:45:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 02:50:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 02:55:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 03:00:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 03:05:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 03:10:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 03:15:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 03:20:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 03:25:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 03:30:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 03:35:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 03:40:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 03:45:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 03:50:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 03:55:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 04:00:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 04:05:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 04:10:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 04:15:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 04:20:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 04:25:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 04:30:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 04:35:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 04:40:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 04:45:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 04:50:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 04:55:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 05:00:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 05:05:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 05:10:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 05:15:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 05:20:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 05:25:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-13 05:30:00";"0";"23";"22";"0.000";"0";"0";"15";
"2025-12-13 05:35:00";"1";"23";"21";"0.000";"0";"0";"374";
"2025-12-13 05:40:00";"2";"23";"21";"0.000";"0";"0";"1218";
"2025-12-13 05:45:00";"5";"23";"22";"0.000";"0";"0";"2967";
"2025-12-13 05:50:00";"9";"23";"22";"0.000";"1";"0";"5677";
"2025-12-13 05:55:00";"15";"24";"22";"0.000";"2";"0";"10329";
"2025-12-13 06:00:00";"23";"24";"22";"0.000";"4";"0";"17416";
"2025-12-13 06:05:00";"29";"24";"22";"0.000";"7";"0";"26325";
"2025-12-13 06:10:00";"35";"24";"22";"0.000";"10";"0";"37062";
"2025-12-13 06:15:00";"41";"24";"22";"0.000";"13";"0";"49552";
"2025-12-13 06:20:00";"45";"24";"22";"0.000";"17";"0";"63218";
"2025-12-13 06:25:00";"49";"24";"22";"0.000";"21";"0";"78206";
"2025-12-13 06:30:00";"60";"25";"22";"0.000";"26";"0";"96211";
"2025-12-13 06:35:00";"64";"25";"22";"0.000";"32";"0";"115665";
"2025-12-13 06:40:00";"57";"25";"22";"0.000";"36";"0";"132820";
"2025-12-13 06:45:00";"51";"26";"23";"0.000";"41";"0";"148189";
"2025-12-13 06:50:00";"51";"26";"23";"0.000";"45";"0";"163750";
"2025-12-13 06:55:00";"57";"26";"23";"0.000";"50";"0";"181109";
"2025-12-13 07:00:00";"70";"26";"23";"0.000";"56";"0";"202263";
"2025-12-13 07:05:00";"95";"27";"23";"0.000";"64";"0";"230855";
"2025-12-13 07:10:00";"129";"27";"23";"0.000";"74";"0";"269442";
"2025-12-13 07:15:00";"141";"28";"24";"0.000";"86";"0";"311942";
"2025-12-13 07:20:00";"149";"28";"24";"0.000";"99";"0";"356675";
"2025-12-13 07:25:00";"159";"28";"24";"0.000";"112";"0";"404321";
"2025-12-13 07:30:00";"177";"29";"24";"0.000";"127";"0";"457622";
"2025-12-13 07:35:00";"186";"29";"24";"0.000";"142";"0";"513759";
"2025-12-13 07:40:00";"202";"29";"24";"0.000";"159";"0";"574430";
"2025-12-13 07:45:00";"221";"30";"25";"0.000";"177";"0";"640564";
"2025-12-13 07:50:00";"248";"31";"25";"0.000";"198";"0";"715446";
"2025-12-13 07:55:00";"268";"32";"25";"0.000";"221";"0";"795834";
"2025-12-13 08:00:00";"278";"32";"26";"0.000";"244";"0";"879477";
"2025-12-13 08:05:00";"301";"33";"26";"0.000";"269";"0";"970015";
"2025-12-13 08:10:00";"325";"34";"26";"0.000";"296";"0";"1067867";
"2025-12-13 08:15:00";"321";"36";"27";"0.000";"323";"0";"1164025";
"2025-12-13 08:20:00";"322";"37";"27";"0.000";"350";"0";"1260665";
"2025-12-13 08:25:00";"323";"38";"28";"0.000";"377";"0";"1358180";
"2025-12-13 08:30:00";"337";"37";"28";"0.000";"405";"0";"1459192";
"2025-12-13 08:35:00";"365";"38";"28";"0.000";"435";"0";"1569082";
"2025-12-13 08:40:00";"381";"39";"28";"0.000";"467";"0";"1683208";
"2025-12-13 08:45:00";"414";"40";"28";"0.000";"502";"0";"1807477";
"2025-12-13 08:50:00";"416";"40";"28";"0.000";"536";"0";"1932380";
"2025-12-13 08:55:00";"387";"39";"29";"0.000";"569";"0";"2048727";
"2025-12-13 09:00:00";"392";"38";"29";"0.000";"601";"0";"2166526";
"2025-12-13 09:05:00";"385";"39";"29";"0.000";"634";"0";"2282581";
"2025-12-13 09:10:00";"388";"40";"29";"0.000";"666";"0";"2399107";
"2025-12-13 09:15:00";"414";"40";"30";"0.000";"700";"0";"2523090";
"2025-12-13 09:20:00";"472";"41";"30";"0.000";"740";"0";"2664660";
"2025-12-13 09:25:00";"528";"43";"30";"0.000";"784";"0";"2823835";
"2025-12-13 09:30:00";"611";"46";"30";"0.000";"835";"0";"3007320";
"2025-12-13 09:35:00";"614";"49";"32";"0.000";"886";"0";"3191064";
"2025-12-13 09:40:00";"633";"49";"33";"0.000";"939";"0";"3381719";
"2025-12-13 09:45:00";"627";"50";"33";"0.000";"991";"0";"3569479";
"2025-12-13 09:50:00";"628";"48";"34";"0.000";"1043";"0";"3757831";
"2025-12-13 09:55:00";"738";"48";"33";"0.000";"1105";"0";"3980232";
"2025-12-13 10:00:00";"768";"50";"33";"0.000";"1169";"0";"4210780";
"2025-12-13 10:05:00";"802";"52";"34";"0.000";"1236";"0";"4451660";
"2025-12-13 10:10:00";"808";"54";"35";"0.000";"1303";"0";"4694168";
"2025-12-13 10:15:00";"802";"53";"35";"0.000";"1370";"0";"4933962";
"2025-12-13 10:20:00";"829";"54";"35";"0.000";"1439";"0";"5182769";
"2025-12-13 10:25:00";"889";"54";"35";"0.000";"1513";"0";"5449487";
"2025-12-13 10:30:00";"906";"58";"36";"0.000";"1589";"0";"5721368";
"2025-12-13 10:35:00";"861";"57";"37";"0.000";"1661";"0";"5979868";
"2025-12-13 10:40:00";"705";"52";"36";"0.000";"1719";"0";"6191424";
"2025-12-13 10:45:00";"685";"52";"36";"0.000";"1777";"0";"6397738";
"2025-12-13 10:50:00";"618";"49";"35";"0.000";"1828";"0";"6582668";
"2025-12-13 10:55:00";"426";"45";"34";"0.000";"1864";"0";"6711155";
"2025-12-13 11:00:00";"412";"41";"33";"0.000";"1898";"0";"6835006";
"2025-12-13 11:05:00";"450";"41";"32";"0.000";"1936";"0";"6969624";
"2025-12-13 11:10:00";"585";"42";"32";"0.000";"1984";"0";"7145931";
"2025-12-13 11:15:00";"778";"46";"32";"0.000";"2049";"0";"7378643";
"2025-12-13 11:20:00";"889";"48";"33";"0.000";"2123";"0";"7645418";
"2025-12-13 11:25:00";"960";"51";"33";"0.000";"2203";"0";"7934378";
"2025-12-13 11:30:00";"934";"51";"35";"0.000";"2281";"0";"8214663";
"2025-12-13 11:35:00";"965";"53";"35";"0.000";"2362";"0";"8503369";
"2025-12-13 11:40:00";"977";"54";"36";"0.000";"2443";"0";"8797487";
"2025-12-13 11:45:00";"980";"56";"37";"0.000";"2525";"0";"9090623";
"2025-12-13 11:50:00";"568";"53";"36";"0.000";"2572";"0";"9261393";
"2025-12-13 11:55:00";"681";"48";"35";"0.000";"2629";"0";"9466585";
"2025-12-13 12:00:00";"727";"48";"35";"0.000";"2690";"0";"9684830";
"2025-12-13 12:05:00";"576";"46";"34";"0.000";"2738";"0";"9857161";
"2025-12-13 12:10:00";"790";"49";"34";"0.000";"2804";"0";"10094953";
"2025-12-13 12:15:00";"542";"47";"34";"0.000";"2849";"0";"10257118";
"2025-12-13 12:20:00";"460";"41";"33";"0.000";"2887";"0";"10395148";
"2025-12-13 12:25:00";"482";"39";"32";"0.000";"2927";"0";"10539884";
"2025-12-13 12:30:00";"489";"40";"32";"0.000";"2968";"0";"10687203";
"2025-12-13 12:35:00";"455";"39";"32";"0.000";"3006";"0";"10823899";
"2025-12-13 12:40:00";"592";"41";"32";"0.000";"3056";"0";"11001621";
"2025-12-13 12:45:00";"696";"43";"32";"0.000";"3114";"0";"11210620";
"2025-12-13 12:50:00";"872";"48";"33";"0.000";"3186";"0";"11471674";
"2025-12-13 12:55:00";"947";"52";"34";"0.000";"3265";"0";"11756718";
"2025-12-13 13:00:00";"973";"57";"36";"0.000";"3346";"0";"12048888";
"2025-12-13 13:05:00";"957";"57";"38";"0.000";"3426";"0";"12336062";
"2025-12-13 13:10:00";"948";"54";"38";"0.000";"3505";"0";"12620554";
"2025-12-13 13:15:00";"933";"53";"36";"0.000";"3583";"0";"12899637";
"2025-12-13 13:20:00";"909";"50";"36";"0.000";"3659";"0";"13173546";
"2025-12-13 13:25:00";"892";"51";"36";"0.000";"3733";"0";"13441167";
"2025-12-13 13:30:00";"886";"50";"36";"0.000";"3807";"0";"13707231";
"2025-12-13 13:35:00";"869";"51";"36";"0.000";"3880";"0";"13968013";
"2025-12-13 13:40:00";"874";"51";"37";"0.000";"3952";"0";"14229404";
"2025-12-13 13:45:00";"843";"52";"37";"0.000";"4023";"0";"14483380";
"2025-12-13 13:50:00";"321";"49";"37";"0.000";"4049";"0";"14579959";
"2025-12-13 13:55:00";"721";"46";"36";"0.000";"4109";"0";"14795703";
"2025-12-13 14:00:00";"704";"48";"35";"0.000";"4168";"0";"15007841";
"2025-12-13 14:05:00";"651";"46";"35";"0.000";"4223";"0";"15203344";
"2025-12-13 14:10:00";"707";"48";"35";"0.000";"4282";"0";"15415471";
"2025-12-13 14:15:00";"751";"48";"36";"0.000";"4344";"0";"15640960";
"2025-12-13 14:20:00";"736";"49";"36";"0.000";"4406";"0";"15861854";
"2025-12-13 14:25:00";"641";"51";"36";"0.000";"4459";"0";"16054230";
"2025-12-13 14:30:00";"518";"48";"36";"0.000";"4502";"0";"16209750";
"2025-12-13 14:35:00";"325";"44";"35";"0.000";"4529";"0";"16307271";
"2025-12-13 14:40:00";"193";"39";"34";"0.000";"4545";"0";"16365400";
"2025-12-13 14:45:00";"198";"37";"33";"0.000";"4562";"0";"16424731";
"2025-12-13 14:50:00";"270";"37";"32";"0.000";"4585";"0";"16506105";
"2025-12-13 14:55:00";"250";"37";"31";"0.000";"4605";"0";"16581401";
"2025-12-13 15:00:00";"242";"36";"31";"0.000";"4626";"0";"16654105";
"2025-12-13 15:05:00";"196";"34";"31";"0.000";"4642";"0";"16712738";
"2025-12-13 15:10:00";"173";"33";"30";"0.000";"4656";"0";"16764941";
"2025-12-13 15:15:00";"244";"33";"30";"0.000";"4677";"0";"16837966";
"2025-12-13 15:20:00";"454";"37";"30";"0.000";"4715";"0";"16974418";
"2025-12-13 15:25:00";"392";"39";"31";"0.000";"4747";"0";"17092165";
"2025-12-13 15:30:00";"386";"38";"32";"0.000";"4780";"0";"17208226";
"2025-12-13 15:35:00";"319";"38";"32";"0.000";"4806";"0";"17304368";
"2025-12-13 15:40:00";"338";"38";"32";"0.000";"4834";"0";"17405995";
"2025-12-13 15:45:00";"337";"38";"32";"0.000";"4863";"0";"17507095";
"2025-12-13 15:50:00";"306";"37";"32";"0.000";"4888";"0";"17598939";
"2025-12-13 15:55:00";"295";"37";"32";"0.000";"4913";"0";"17687469";
"2025-12-13 16:00:00";"290";"37";"32";"0.000";"4937";"0";"17774559";
"2025-12-13 16:05:00";"305";"36";"31";"0.000";"4962";"0";"17865995";
"2025-12-13 16:10:00";"276";"36";"31";"0.000";"4985";"0";"17948985";
"2025-12-13 16:15:00";"164";"34";"31";"0.000";"4999";"0";"17998628";
"2025-12-13 16:20:00";"249";"34";"31";"0.000";"5020";"0";"18073222";
"2025-12-13 16:25:00";"243";"35";"31";"0.000";"5040";"0";"18146580";
"2025-12-13 16:30:00";"194";"35";"31";"0.000";"5056";"0";"18204765";
"2025-12-13 16:35:00";"94";"33";"30";"0.000";"5064";"0";"18233098";
"2025-12-13 16:40:00";"80";"31";"30";"0.000";"5071";"0";"18257108";
"2025-12-13 16:45:00";"63";"31";"30";"0.000";"5076";"0";"18276137";
"2025-12-13 16:50:00";"57";"31";"29";"0.000";"5081";"0";"18293249";
"2025-12-13 16:55:00";"51";"30";"29";"0.000";"5085";"0";"18308787";
"2025-12-13 17:00:00";"47";"30";"29";"0.000";"5089";"0";"18323009";
"2025-12-13 17:05:00";"50";"30";"29";"0.000";"5093";"0";"18338082";
"2025-12-13 17:10:00";"46";"30";"29";"0.000";"5097";"0";"18352000";
"2025-12-13 17:15:00";"42";"29";"28";"0.000";"5101";"0";"18364766";
"2025-12-13 17:20:00";"46";"29";"28";"0.000";"5105";"0";"18378806";
"2025-12-13 17:25:00";"36";"29";"28";"0.000";"5108";"0";"18389779";
"2025-12-13 17:30:00";"26";"28";"28";"0.000";"5110";"0";"18397849";
"2025-12-13 17:35:00";"21";"28";"28";"0.000";"5112";"0";"18404357";
"2025-12-13 17:40:00";"17";"28";"28";"0.000";"5113";"0";"18409575";
"2025-12-13 17:45:00";"15";"28";"27";"0.000";"5115";"0";"18414285";
"2025-12-13 17:50:00";"12";"28";"27";"0.000";"5116";"0";"18417989";
"2025-12-13 17:55:00";"7";"27";"27";"0.000";"5116";"0";"18420161";
"2025-12-13 18:00:00";"3";"27";"27";"0.000";"5116";"0";"18421104";
"2025-12-13 18:05:00";"1";"27";"27";"0.000";"5117";"0";"18421508";
"2025-12-13 18:10:00";"1";"27";"27";"0.000";"5117";"0";"18421808";
"2025-12-13 18:15:00";"0";"27";"26";"0.000";"5117";"0";"18421808";
"2025-12-13 18:20:00";"0";"26";"26";"0.000";"5117";"0";"18421808";
"2025-12-13 18:25:00";"0";"26";"26";"0.000";"5117";"0";"18421808";
"2025-12-13 18:30:00";"0";"26";"26";"0.000";"5117";"0";"18421808";
"2025-12-13 18:35:00";"0";"26";"26";"0.000";"5117";"0";"18421808";
"2025-12-13 18:40:00";"0";"26";"26";"0.000";"5117";"0";"18421808";
"2025-12-13 18:45:00";"0";"26";"26";"0.000";"5117";"0";"18421808";
"2025-12-13 18:50:00";"0";"26";"26";"0.000";"5117";"0";"18421808";
"2025-12-13 18:55:00";"0";"26";"26";"0.000";"5117";"0";"18421808";
"2025-12-13 19:00:00";"0";"26";"26";"0.000";"5117";"0";"18421808";
"2025-12-13 19:05:00";"0";"26";"26";"0.000";"5117";"0";"18421808";
"2025-12-13 19:10:00";"0";"26";"26";"0.000";"5117";"0";"18421808";
"2025-12-13 19:15:00";"0";"26";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 19:20:00";"0";"26";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 19:25:00";"0";"26";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 19:30:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 19:35:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 19:40:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 19:45:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 19:50:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 19:55:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 20:00:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 20:05:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 20:10:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 20:15:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 20:20:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 20:25:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 20:30:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 20:35:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 20:40:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 20:45:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 20:50:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 20:55:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 21:00:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 21:05:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 21:10:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 21:15:00";"0";"25";"25";"0.000";"5117";"0";"18421808";
"2025-12-13 21:20:00";"0";"25";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 21:25:00";"0";"25";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 21:30:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 21:35:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 21:40:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 21:45:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 21:50:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 21:55:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 22:00:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 22:05:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 22:10:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 22:15:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 22:20:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 22:25:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 22:30:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 22:35:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 22:40:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 22:45:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 22:50:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 22:55:00";"0";"24";"23";"0.000";"5117";"0";"18421808";
"2025-12-13 23:00:00";"0";"24";"23";"0.000";"5117";"0";"18421808";
"2025-12-13 23:05:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 23:10:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 23:15:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 23:20:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 23:25:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 23:30:00";"0";"24";"23";"0.000";"5117";"0";"18421808";
"2025-12-13 23:35:00";"0";"24";"23";"0.000";"5117";"0";"18421808";
"2025-12-13 23:40:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 23:45:00";"0";"24";"24";"0.000";"5117";"0";"18421808";
"2025-12-13 23:50:00";"0";"24";"23";"0.000";"5117";"0";"18421808";
"2025-12-13 23:55:00";"0";"24";"23";"0.000";"5117";"0";"18421808";

"";"Sensor: Sensor (#2, 79)";"";"";"";"";"";"";
"";"Irradiation (W/m2)";"Module temperature (°C)";"Ambient temperature (°C)";"Wind velocity (m/s)";"Insolation (Wh/m2)";"Status";"Etotal_C (WattEver)";
"2025-12-14 00:00:00";"0";"24";"23";"0.000";"0";"0";"0";
"2025-12-14 00:05:00";"0";"24";"23";"0.000";"0";"0";"0";
"2025-12-14 00:10:00";"0";"24";"23";"0.000";"0";"0";"0";
"2025-12-14 00:15:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-14 00:20:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-14 00:25:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-14 00:30:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-14 00:35:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-14 00:40:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-14 00:45:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-14 00:50:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-14 00:55:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-14 01:00:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-14 01:05:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-14 01:10:00";"0";"23";"23";"0.000";"0";"0";"0";
"2025-12-14 01:15:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 01:20:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 01:25:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 01:30:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-14 01:35:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-14 01:40:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-14 01:45:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-14 01:50:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-14 01:55:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-14 02:00:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-14 02:05:00";"0";"22";"22";"0.000";"0";"0";"0";
"2025-12-14 02:10:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 02:15:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 02:20:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 02:25:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 02:30:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 02:35:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 02:40:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 02:45:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 02:50:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 02:55:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 03:00:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 03:05:00";"0";"23";"22";"0.000";"0";"0";"0";
"2025-12-14 03:10:00";"0";"24";"23";"0.000";"0";"0";"0";
"2025-12-14 03:15:00";"0";"24";"23";"0.000";"0";"0";"0";
"2025-12-14 03:20:00";"0";"24";"23";"0.000";"0";"0";"0";
"2025-12-14 03:25:00";"0";"24";"23";"0.000";"0";"0";"0";
